periodos,zona,viajeros_nacional,viajeros_andalucia,viajeros_aragon,viajeros_asturias,viajeros_balears,viajeros_canarias,viajeros_cantabria,viajeros_castilla_leon,viajeros_castilla_mancha,viajeros_cataluña,viajeros_valencia,viajeros_extremadura,viajeros_galicia,viajeros_madrid,viajeros_murcia,viajeros_navarra,viajeros_pais_vasco,viajeros_rioja,viajeros_ceuta,viajeros_melilla,pernoc_total_nacional,pernoc_andalucia,pernoc_aragon,pernoc_asturias,pernoc_balears,pernoc_canarias,pernoc_cantabria,pernoc_castilla_leon,pernoc_castilla_mancha,pernoc_cataluña,pernoc_valencia,pernoc_extremadura,pernoc_galicia,pernoc_madrid,pernoc_murcia,pernoc_navarra,pernoc_paisvasco,pernoc_rioja,pernoc_ceuta,pernoc_melilla
2022M04,17 Girona,100,2.22,0.7,0.41,0.74,0.46,0.42,0.65,0.46,79.39,4.45,0.19,1.53,4.76,0.76,0.26,2.47,0.11,0.02,0,100,3.54,0.8,1.2,1.06,0.58,0.52,1.26,0.72,68.48,6.55,0.36,3.94,5.63,1.25,0.31,3.65,0.12,0.02,0.01
2022M04,46 Valencia/València,100,8.88,2.65,1.01,2.17,0.9,0.92,2.9,4.72,13.29,24.96,0.77,2.03,26.2,4.15,1.04,2.92,0.4,0.06,0.03,100,8.51,2.55,2.5,2.3,0.99,1.36,3.55,4.35,12.52,21,0.83,2.91,27.56,3.01,1.52,3.93,0.52,0.07,0.02
2022M04,28 Madrid,100,12.61,2.66,2.66,1.82,2.74,1.59,5.23,3.49,13.6,8.82,2.61,4.97,25.79,2.51,1.79,5.72,0.85,0.28,0.26,100,13.51,2.39,2.74,2.1,3.37,1.61,4.64,3.15,14.73,8.39,2.34,5.59,23.88,2.36,1.73,6.02,0.78,0.34,0.32
2022M03,29 Málaga,100,58.35,0.87,0.99,0.85,1,0.59,1.63,1.7,4.9,3.5,1.35,1.43,15.6,1.27,0.56,2.13,0.35,1.12,1.8,100,48.52,1.2,2.75,1.8,2.22,1.68,2.64,1.95,5.28,3.94,1.26,2.24,16.92,1.24,0.78,2.94,0.69,0.82,1.13
2022M03,41 Sevilla,100,45.69,1.67,1.15,1.47,2.25,0.68,2.57,2.59,7.97,4.69,3.49,1.57,19.59,1.42,0.56,1.68,0.37,0.53,0.06,100,40.43,1.87,1.47,1.72,2.64,0.79,2.88,2.93,8.55,5.87,3.15,1.86,20.18,1.54,0.74,2.29,0.54,0.5,0.06
2022M03,"07 Balears, Illes",100,9.65,1.18,0.9,30.59,1.12,0.65,1.51,0.69,14.51,6.95,2.11,2.5,23.67,0.67,0.28,2.7,0.24,0.05,0.04,100,12.11,2.34,1.91,19.87,1.18,0.51,1.37,0.75,14.55,8.14,2.07,3.89,26.55,0.8,0.38,3.22,0.25,0.07,0.02
2022M03,08 Barcelona,100,6.97,2.61,1.1,2.74,1.56,0.64,1.77,1.63,44.62,6.94,0.49,2.46,19.59,1.12,0.94,4.04,0.48,0.28,0.02,100,8.79,2.27,1.03,2.51,1.58,0.58,1.7,1.99,43.49,6.12,0.59,3.99,18.61,1.18,0.94,3.87,0.49,0.24,0.03
2022M03,17 Girona,100,2.09,0.9,0.65,0.65,1.12,0.18,0.81,0.4,75.04,7.92,0.47,1.19,6.6,0.36,0.35,1.03,0.1,0.11,0,100,3.97,0.89,1.66,1.36,3.11,0.37,1.44,0.43,59.45,12.72,0.37,3.13,8.77,0.43,0.36,1.39,0.07,0.07,0
2022M03,46 Valencia/València,100,10.59,2.77,1.28,1.97,1.4,0.83,2.8,4.23,15.28,27.01,1.54,1.87,20.78,3.18,0.82,2.68,0.82,0.05,0.11,100,12.54,2.51,1.62,1.86,1.78,1.25,3.3,4.32,14.17,22.79,2.02,2.68,20.87,2.72,0.96,3.7,0.77,0.05,0.09
2022M03,28 Madrid,100,13.14,2.78,2.69,2.12,3.08,1.73,5.05,3.9,14.01,8.23,2.92,5.1,24.86,2.7,1.67,4.61,1,0.29,0.12,100,13.91,2.63,2.74,2.27,3.56,1.74,4.77,3.71,14.54,8,2.78,5.54,23.33,2.6,1.6,4.9,0.97,0.26,0.14
2022M02,29 Málaga,100,63.19,0.66,0.93,0.93,0.93,0.45,1.87,1.86,3.94,2.66,1.26,1.25,13.67,1.3,0.33,1.96,0.38,1.01,1.4,100,53.53,0.82,2.33,2.3,2.27,1.71,2.97,1.87,4.36,2.62,1.3,1.16,14.95,1.25,0.47,3.42,0.73,0.76,1.18
2022M02,41 Sevilla,100,47.86,1.11,1.3,1.6,2.32,0.56,2.77,2.96,7.11,4.11,4.01,1.76,17.96,1.47,0.38,1.8,0.32,0.46,0.13,100,41.91,1.4,1.54,1.94,2.92,0.72,3.06,3.2,8.02,4.88,3.67,2.18,19.35,1.62,0.49,2.23,0.32,0.45,0.1
2022M02,"07 Balears, Illes",100,9.89,1.16,0.39,44.87,0.76,0.48,1.2,0.73,13.2,4.08,0.27,1.99,18.43,0.81,0.27,1.36,0.11,0,0,100,12.32,0.61,1.67,35.42,1.45,0.43,1.05,0.72,15.25,4.23,0.29,1.85,18.29,1.67,1.18,3.46,0.1,0,0
2022M02,08 Barcelona,100,6.03,2.25,0.69,2.42,1.5,0.49,1.76,1.68,50.31,6.31,0.52,2.63,17.09,0.91,0.83,3.5,0.56,0.46,0.03,100,6.94,2.1,0.82,2.59,1.75,0.54,1.88,1.94,47.17,6.28,0.59,3.82,17.05,1.08,1.02,3.45,0.53,0.43,0.02
2022M02,17 Girona,100,2.51,0.7,0.16,1.33,0.64,0.11,0.46,0.38,81.02,4.38,0.08,0.93,6.45,0.2,0.08,0.48,0.05,0.02,0,100,3.73,0.69,0.24,2.02,0.81,0.19,0.63,0.4,71.58,5.34,0.28,1.72,10.55,0.99,0.11,0.61,0.05,0.05,0
2022M02,46 Valencia/València,100,11.99,2.74,1.07,1.81,0.67,0.61,2.02,4.59,14.15,30.88,0.5,1.45,21.14,3.65,0.64,1.64,0.35,0.06,0.04,100,12.58,2.92,1.26,2,0.88,0.78,2.36,4.63,13.86,26.42,0.66,1.96,22.97,3.55,0.72,1.97,0.36,0.07,0.05
2022M02,28 Madrid,100,14.54,2.11,2.64,2.02,2.68,1.96,5.06,3.9,11.65,8.06,2.48,4.59,28.75,2.4,1.42,4.38,0.93,0.28,0.14,100,15.96,2.23,2.77,2.23,3.24,2.08,4.73,3.57,12.24,7.82,2.41,5.09,26.23,2.3,1.33,4.51,0.85,0.28,0.13
2022M01,29 Málaga,100,59.4,0.77,0.74,1.28,0.88,0.37,2.01,2.14,4.31,3.57,1.33,1.28,14.55,1.78,0.43,1.83,0.17,1.49,1.66,100,53,1,1.01,1.62,0.92,0.46,2.44,2.43,4.49,3.56,1.38,1.78,17.79,1.67,0.9,2.66,0.2,1.31,1.39
2022M01,41 Sevilla,100,53,0.95,1.02,1.52,1.93,0.29,2.67,2.36,6.51,4.13,4.79,1.42,15.46,1.12,0.44,1.63,0.16,0.45,0.12,100,46.58,1.25,1.31,1.78,2.03,0.38,3.11,2.65,7.6,5.07,4.1,1.8,17.57,1.27,0.58,2.16,0.23,0.42,0.1
2022M01,"07 Balears, Illes",100,5.15,0.74,0.48,42.56,0.8,0.33,1.09,1.22,15.35,5.47,0.24,1.28,22.38,1.32,0.28,1.18,0.07,0.06,0,100,5.49,0.62,0.35,40.56,0.81,0.58,1.45,1.61,14.59,6.41,0.27,2.33,21.34,1.57,0.41,1.4,0.08,0.05,0.07
2022M01,08 Barcelona,100,5.01,2.91,0.62,2.58,1.42,0.76,1.53,1.36,54.54,6.07,0.67,2.13,14.48,0.85,0.74,3.85,0.39,0.07,0.02,100,5.55,2.64,0.78,2.36,1.66,0.69,1.45,1.54,54.62,5.68,0.67,2.79,13.82,0.95,0.76,3.54,0.41,0.07,0.03
2022M01,17 Girona,100,1.27,0.75,0.06,0.62,0.18,0.03,0.38,0.75,84.1,4.14,0.16,0.51,6.1,0.26,0.17,0.46,0.05,0.01,0,100,2.21,0.64,0.07,1.27,0.17,0.03,0.42,0.99,72.16,6.11,0.39,0.96,13.68,0.18,0.14,0.55,0.03,0,0
2022M01,46 Valencia/València,100,8.34,2.71,0.94,2.01,0.7,0.64,2.35,4.22,11.35,37.04,0.55,1.65,20.28,3.81,0.88,2.06,0.36,0.07,0.03,100,8.71,2.85,1.08,2.15,0.63,0.75,2.61,4.32,11.24,33.65,0.6,2.64,21.3,3.34,1.05,2.53,0.36,0.12,0.07
2022M01,28 Madrid,100,12.05,2.32,2.37,2.11,2.88,1.37,5.28,3.97,11.29,8.16,2.67,4.61,30.67,2.55,1.46,4.32,1.63,0.17,0.12,100,13.12,2.27,2.49,2.55,3.27,1.59,4.78,3.66,12.13,8.29,2.61,5.24,27.55,2.4,1.56,4.54,1.55,0.17,0.22
2021M12,29 Málaga,100,56.97,0.93,0.87,1.27,0.76,0.69,1.94,2.88,4.09,3.8,1.76,1.12,15.41,1.89,0.52,1.9,0.24,1.15,1.82,100,51.68,1.11,1.09,1.21,0.84,0.71,2.89,3.21,4.21,3.86,2.03,1.29,17.38,1.7,0.91,2.94,0.37,1.07,1.49
2021M12,41 Sevilla,100,43.78,1.12,0.79,1.59,1.86,0.52,4.2,3.58,6.4,5.48,4.59,1.59,18.41,1.93,0.73,2.04,0.25,0.49,0.64,100,38.11,1.37,0.97,1.9,2.35,0.64,4.6,3.64,7.96,6.49,3.43,1.86,19.56,1.97,0.91,2.68,0.35,0.48,0.72
2021M12,"07 Balears, Illes",100,4.66,0.4,0.76,40.97,0.55,0.46,0.95,0.74,22.73,5.33,0.36,1.05,17.03,0.9,0.49,2.18,0.42,0.01,0,100,5.51,0.53,1.15,37.54,0.59,0.48,1.1,0.79,23.57,5.67,0.27,1.25,16.54,1.48,0.53,2.57,0.42,0.01,0
2021M12,08 Barcelona,100,5.69,2.49,0.82,2.99,1.38,0.47,1.68,1.9,50.28,6.35,0.53,2.83,15.55,1.13,1.02,4.26,0.52,0.07,0.02,100,6.64,2.54,0.88,2.8,2,0.56,1.95,1.89,46.83,6.19,0.61,3.34,16.03,1.11,1.13,4.88,0.47,0.13,0.02
2021M12,17 Girona,100,0.82,0.42,0.06,0.9,0.16,0.05,0.91,0.35,85.5,4.98,0.06,0.53,4.03,0.56,0.13,0.44,0.05,0.03,0.02,100,1.65,0.44,0.11,1.1,0.22,0.05,1.63,0.38,77.6,7.63,0.33,0.76,6.31,0.99,0.15,0.51,0.06,0.03,0.01
2021M12,46 Valencia/València,100,9.53,2.35,1.02,2.52,0.98,0.68,2.34,3.68,14.08,33.25,0.74,1.61,20.51,3.28,1.11,1.89,0.28,0.06,0.07,100,9.81,2.38,1.59,2.83,1.32,1.09,2.74,4.06,14.17,28.42,0.87,2.05,21.71,3.05,1.3,2.22,0.3,0.05,0.04
2021M12,28 Madrid,100,13.57,2.54,2.82,2.02,2.65,1.89,5.42,4.05,12.4,9.52,2.71,4.36,25.66,2.52,1.73,4.73,0.97,0.29,0.15,100,15.1,2.53,2.91,2.23,3.14,1.93,4.78,3.45,13.46,9.09,2.49,4.53,23.29,2.58,1.85,5.22,0.94,0.3,0.18
2021M11,29 Málaga,100,58.39,1.28,0.86,1.15,1.41,0.51,1.48,2.73,4.97,3.48,1.09,1.18,14.77,1.45,0.44,1.86,0.22,1.26,1.49,100,55.25,1.57,1.32,1.19,1.59,0.82,2.27,2.73,5.18,3.58,1.38,1.4,14.74,1.2,0.66,2.64,0.26,1.07,1.15
2021M11,41 Sevilla,100,41.99,1.36,1.21,1.42,1.83,0.95,3.76,3.67,7.25,4.86,3.67,1.79,20.96,1.39,0.74,1.93,0.49,0.57,0.18,100,36.42,1.6,1.52,1.58,2.04,1.08,4.39,3.35,8.26,5.39,2.91,2.22,23.17,1.51,0.9,2.36,0.55,0.58,0.17
2021M11,"07 Balears, Illes",100,5.32,1.39,0.55,34.85,3.72,0.33,4.38,0.67,19.07,5.44,0.18,1.76,19.75,0.95,0.19,1.36,0.08,0,0,100,5.55,1.37,0.56,32.21,4.11,0.36,4.26,0.76,19.74,5.88,0.22,2.18,19.43,1.17,0.22,1.79,0.15,0.03,0
2021M11,08 Barcelona,100,7.66,2.48,0.94,3.18,1.58,0.76,1.75,1.78,45.37,7.07,0.66,2.16,17.96,1.02,1.03,3.95,0.5,0.11,0.06,100,8.55,2.26,0.99,2.84,1.78,0.83,1.83,2.08,43.21,6.54,0.89,3.14,18.09,1.15,1.18,4.04,0.44,0.09,0.05
2021M11,17 Girona,100,2.31,0.9,0.2,0.67,0.23,0.12,0.55,0.55,84.15,2.42,0.16,0.47,6.06,0.35,0.1,0.63,0.13,0.01,0,100,5.19,0.81,0.19,0.57,0.28,0.12,0.49,0.77,78.32,2.43,0.72,1.08,7.1,0.96,0.12,0.72,0.11,0.02,0
2021M11,46 Valencia/València,100,10.36,2.19,0.76,2.08,1.28,0.86,2.38,4.26,13.27,30.24,0.69,1.99,21.74,4.35,0.87,2.18,0.31,0.13,0.05,100,9.83,2.13,0.96,2.07,1.49,1.45,2.61,4.42,12.41,31.89,0.74,2.15,20.53,3.73,0.84,2.25,0.29,0.14,0.05
2021M11,28 Madrid,100,13.88,2.47,2.51,1.94,2.63,1.87,5.45,3.93,14.6,9.29,2.59,4.19,24.1,2.73,1.96,4.37,1.13,0.2,0.16,100,14.54,2.37,2.69,2.14,3.2,1.97,4.87,3.48,14.94,8.94,2.43,4.59,23.31,2.64,1.82,4.57,1.14,0.21,0.15
2021M10,29 Málaga,100,57.92,0.91,1.07,0.85,1.37,0.66,1.75,2.4,4.3,3.8,1.5,1.72,14.16,2.11,0.54,2.61,0.41,0.96,0.96,100,52.1,1.54,1.53,0.8,1.31,1.16,2.86,3.09,4.75,3.66,1.56,2.22,14.68,1.62,0.71,4.43,0.52,0.7,0.76
2021M10,41 Sevilla,100,41.57,1.47,1.61,1.38,2.26,0.97,4.04,2.61,7.58,5.51,3.94,2.48,18.23,1.61,0.75,2.57,0.55,0.57,0.29,100,35.55,1.86,2.08,1.56,2.36,1.08,4.53,2.84,8.65,6.68,3.16,3.01,19.06,1.93,1,3.09,0.71,0.58,0.26
2021M10,"07 Balears, Illes",100,5.21,0.97,0.96,42.57,0.8,1.19,1.67,0.67,13.2,6.63,0.37,1.57,18.06,0.5,0.52,3.61,0.23,0.08,1.18,100,5.86,1.02,1.45,35.38,0.9,1.25,1.72,1.13,13.8,6.83,0.37,2.41,20.13,0.55,0.78,4.32,0.3,0.15,1.64
2021M10,08 Barcelona,100,6.32,2.49,0.83,2.34,1.66,0.59,1.65,1.75,50.17,7.35,0.6,2.02,15.28,1.13,1.19,4.04,0.34,0.17,0.1,100,7.08,2.1,0.91,2.13,1.71,0.62,1.89,1.89,49.17,7.51,0.65,2.47,14.99,1.19,1.23,4,0.27,0.12,0.09
2021M10,17 Girona,100,1.19,1.09,0.08,0.5,0.25,0.09,0.56,0.37,88.51,2.3,0.22,0.52,2.85,0.35,0.16,0.79,0.16,0.01,0,100,1.57,1.25,0.11,0.52,0.23,0.13,0.55,0.57,84.88,3.13,0.52,0.79,3.88,0.39,0.3,0.97,0.2,0.01,0
2021M10,46 Valencia/València,100,10.18,2.65,0.93,1.61,0.94,0.75,2.89,4.24,12.36,29.79,1.03,1.69,22.14,5.21,0.87,2.19,0.48,0.04,0.02,100,10.49,2.68,1.27,1.44,1.13,0.79,3.19,4.78,12.04,25.45,1.12,2.35,24.94,4.19,1.19,2.37,0.49,0.06,0.02
2021M10,28 Madrid,100,14.29,2.24,2.8,1.92,2.49,1.89,5.05,3.82,12.47,9.67,2.85,4.94,24.31,3.08,1.63,5.13,1.03,0.28,0.11,100,15.16,2.11,2.87,1.98,2.89,1.9,4.54,3.43,12.59,9.64,2.51,5.57,23.39,3.02,1.64,5.34,1.01,0.29,0.12
2021M09,29 Málaga,100,59.18,0.88,0.99,0.7,0.83,1,2.43,2.93,3.64,2.57,3.37,1.26,13.32,2.03,0.45,2.34,0.45,0.75,0.87,100,52.54,1.04,1.59,0.63,0.83,1.21,3.94,3.57,3.58,2.07,5,1.73,15.03,1.49,0.66,3.24,0.6,0.63,0.63
2021M09,41 Sevilla,100,43.31,1.53,1.66,0.79,1.82,0.86,4.3,2.67,7.43,4.88,4.04,1.95,19.06,1.63,0.65,2.18,0.54,0.61,0.09,100,38.55,1.92,1.9,0.84,2.19,1.02,4.39,2.71,8.59,5.26,3.16,2.12,20.7,1.86,0.77,2.6,0.63,0.66,0.14
2021M09,"07 Balears, Illes",100,7.36,1.43,1.71,30.78,1.34,2.25,2.01,1.12,16,6.09,1.25,3.09,19.13,0.83,0.67,4,0.63,0.15,0.16,100,8.02,1.61,2.58,25.5,1.38,2.17,2.54,1.3,15.38,5.81,1.28,3.79,20.93,1.24,0.81,4.64,0.74,0.13,0.13
2021M09,08 Barcelona,100,6.92,2.32,0.81,2.53,1.5,0.63,1.67,1.43,50.86,6.57,0.6,2.41,15.69,0.99,1.08,3.46,0.43,0.08,0.01,100,7.2,2.1,0.9,2.28,1.87,0.58,1.81,1.74,49.31,6.08,0.73,3.03,15.68,1.09,1.13,3.91,0.47,0.07,0.01
2021M09,17 Girona,100,1.37,1.06,0.24,0.34,0.22,0.25,0.61,0.66,85.6,1.94,0.19,0.72,4.07,0.38,0.47,1.63,0.23,0.02,0.01,100,1.34,1.63,0.3,0.31,0.18,0.51,0.91,0.63,82.16,1.85,0.31,0.8,4.43,0.5,0.97,2.74,0.39,0.03,0.01
2021M09,46 Valencia/València,100,9.52,2.51,0.97,1.72,1.21,0.91,3.63,6.1,11.6,24.45,1.08,1.49,27.39,3.71,0.76,2.12,0.79,0.03,0.01,100,8.54,2.56,1.38,1.36,1.13,1.03,6.45,7.29,9.03,19.82,1.2,1.9,31,2.68,0.94,2.56,1.1,0.03,0.01
2021M09,28 Madrid,100,13.08,2.4,3.02,1.68,2.64,1.77,5.38,4.05,12.45,8.08,2.57,4.92,27.4,2.65,1.65,5.06,0.86,0.23,0.11,100,13.67,2.28,3.06,1.77,3.22,1.89,4.8,3.34,13.09,7.72,2.34,5.56,26.88,2.59,1.52,5.1,0.83,0.24,0.11
2021M08,29 Málaga,100,53.96,0.98,0.69,0.48,0.53,0.58,2.65,4.2,4.33,2.91,4,1.26,17.14,1.62,0.34,2.49,0.28,0.82,0.74,100,47.45,1.2,1.01,0.41,0.42,0.74,3.6,4.81,4.47,2.61,4.44,1.43,20.91,1.24,0.57,3.24,0.32,0.62,0.5
2021M08,41 Sevilla,100,42.99,1.77,1.52,0.93,1.47,0.82,3.13,2.31,11.34,4.8,3.98,2.41,14.69,1.77,0.9,4.08,0.41,0.5,0.2,100,38.61,2.16,1.59,0.88,1.49,0.79,2.92,2.11,13.53,6.07,3.01,2.6,15.74,1.97,1.01,4.42,0.37,0.5,0.23
2021M08,"07 Balears, Illes",100,7.42,1.2,1.69,24.64,0.84,1.15,1.71,1.42,18.19,8.37,1.15,2.89,20.84,1.18,0.99,5.52,0.53,0.11,0.14,100,7.58,1.58,1.93,20.62,0.81,1.08,2.05,1.21,19.09,7.54,1.3,3.54,22.05,1.28,1.04,6.28,0.72,0.15,0.15
2021M08,08 Barcelona,100,6.38,2.39,0.73,1.09,0.96,0.54,1.57,1.46,57.12,5.13,0.6,2.95,11.72,1.09,1.15,4.46,0.53,0.1,0.03,100,6.49,2.63,0.7,0.87,0.78,0.57,1.55,1.59,57.56,4.51,0.61,2.77,11.15,1.08,1.37,5.11,0.58,0.06,0.03
2021M08,17 Girona,100,1.31,1.41,0.26,0.22,0.13,0.26,0.79,0.97,79.93,3.41,0.21,0.93,5.13,0.23,0.97,3.43,0.39,0.01,0,100,1.21,1.53,0.27,0.12,0.12,0.28,0.98,0.84,77.08,3.26,0.29,0.88,5.98,0.16,1.28,5.3,0.4,0.01,0
2021M08,46 Valencia/València,100,9.5,4.38,0.78,0.99,0.5,0.52,3.8,7.02,11.9,17.41,0.78,1.13,33.86,2.6,1.44,2.66,0.59,0.06,0.09,100,7.74,4.4,0.85,0.77,0.49,0.52,5.27,8.22,8.55,13.02,1.02,1.22,40.72,2.04,1.44,3.03,0.58,0.05,0.09
2021M08,28 Madrid,100,12.48,2.17,3.13,1.7,1.88,2.09,4.99,4.02,11.26,9.18,2.41,4.49,27.88,3.31,1.43,6.52,0.75,0.18,0.11,100,12.69,2.03,3.05,1.78,2.08,2.2,4.9,3.44,12.65,8.58,2.2,5,27.38,3.23,1.4,6.39,0.68,0.18,0.12
2021M07,29 Málaga,100,59.48,0.79,0.77,0.49,0.57,0.54,2.59,4.24,2.78,2.15,4.25,0.97,14.94,1.24,0.5,1.68,0.39,0.78,0.84,100,53.25,0.98,1.29,0.4,0.47,0.7,4.09,4.79,2.62,1.79,4.91,1.05,17.68,1.05,0.78,2.37,0.54,0.72,0.53
2021M07,41 Sevilla,100,48.69,1.49,1.57,0.89,1.37,0.66,3.02,2.3,6.65,4.42,4.52,2.46,16.19,1.38,0.79,2.71,0.31,0.53,0.06,100,44.13,1.74,1.69,0.99,1.78,0.74,3.29,2.38,7.6,5.05,3.54,2.8,17.71,1.61,1,2.94,0.34,0.55,0.12
2021M07,"07 Balears, Illes",100,8.28,1.57,2.23,26.59,0.93,1.62,2.04,1.27,16.2,7.13,1.22,2.76,19.79,1.16,0.98,4.14,0.49,0.08,1.51,100,8.74,2.07,2.53,24.39,0.82,1.51,2.47,1.43,16.23,6.41,0.89,2.98,20.31,1.28,1.1,4.63,0.49,0.1,1.62
2021M07,08 Barcelona,100,6.44,2.75,0.67,1.49,1.05,0.49,1.92,1.7,55.06,5.4,0.62,2.09,14.18,0.87,1.19,3.53,0.45,0.04,0.07,100,6.9,2.89,0.73,1.4,1.33,0.62,2.12,1.94,51.14,4.98,0.73,2.87,14.92,0.93,1.71,4.13,0.55,0.03,0.07
2021M07,17 Girona,100,1.38,1.43,0.36,0.26,0.14,1.58,0.74,0.49,81.24,1.95,0.16,0.83,5.24,0.24,0.94,2.76,0.24,0.01,0.01,100,1.14,1.89,0.52,0.18,0.12,1.83,1.02,0.47,77.17,1.96,0.16,0.84,5.81,0.18,1.81,4.52,0.36,0.01,0.01
2021M07,46 Valencia/València,100,7.16,3.78,0.76,1.06,0.54,0.51,4.1,7.71,9.09,21.27,0.89,1.48,35.03,2.54,1.14,2.41,0.4,0.07,0.05,100,6.15,3.61,0.94,0.8,0.54,0.56,5.86,8.61,6.62,16.66,1.08,1.74,40.29,1.99,1.33,2.58,0.52,0.07,0.05
2021M07,28 Madrid,100,12.41,2.19,3.23,1.55,2.3,1.85,5.18,4.24,10.26,7.84,2.72,5.02,29.78,2.87,1.56,5.73,0.88,0.24,0.15,100,12.97,2.1,3.21,1.63,2.87,1.92,4.85,3.77,11.18,7.4,2.46,5.47,29.17,2.74,1.38,5.65,0.87,0.22,0.15
2021M06,29 Málaga,100,63.02,0.64,0.74,0.69,0.72,0.59,2.34,2.99,3.01,2.65,2.09,1.26,13.59,1.12,0.42,2.14,0.3,0.85,0.83,100,56.36,0.83,1.12,0.7,0.66,0.86,3.59,3.33,3.5,2.63,2.27,1.46,16.05,0.97,0.67,3.16,0.35,0.75,0.75
2021M06,41 Sevilla,100,44.54,1.63,1.44,0.92,1.51,0.64,3.42,2.88,8.16,4.95,3.88,2.02,18.08,1.73,0.85,2.1,0.42,0.59,0.24,100,38.25,1.71,1.51,1.13,1.84,0.69,3.69,3.31,9.62,5.55,3.14,2.19,20.77,1.95,0.89,2.47,0.53,0.56,0.19
2021M06,"07 Balears, Illes",100,6.77,1.33,1.66,33.91,0.99,3.38,1.72,1.36,14.82,6.71,0.87,2.09,15.12,3.55,0.71,4.15,0.6,0.16,0.12,100,7.83,1.65,1.81,27.98,0.82,2.06,1.84,1.25,15.5,6.68,0.81,2.36,18.98,3.69,0.86,4.88,0.61,0.27,0.12
2021M06,08 Barcelona,100,6.28,2.63,0.75,1.52,1.11,0.3,2.16,1.67,54.98,6.35,0.81,2.7,13.19,0.74,0.82,3.53,0.35,0.05,0.06,100,6.87,2.35,0.84,1.37,1.15,0.54,2.27,2.28,53.86,5.73,0.86,2.89,12.75,0.75,0.88,4.15,0.34,0.06,0.06
2021M06,17 Girona,100,1.18,0.7,0.16,0.27,0.17,0.14,0.43,0.87,87.32,1.91,0.17,0.7,3.43,0.15,0.32,1.97,0.11,0.01,0,100,1.38,0.81,0.2,0.27,0.19,0.17,0.47,1.14,84.53,1.84,0.2,0.62,4.02,0.36,0.51,3.11,0.17,0.01,0
2021M06,46 Valencia/València,100,8.5,3.62,0.65,1.22,0.62,0.54,3.64,6.91,9.09,22.07,0.6,1.18,34.97,2.84,1.06,1.71,0.68,0.06,0.02,100,7.36,3.65,0.75,1.12,0.58,0.6,5.47,8.12,8.45,17.57,0.66,1.39,37.55,2.23,1.22,2.26,0.94,0.06,0.01
2021M06,28 Madrid,100,12.04,2.67,2.71,1.34,2,1.45,5.7,4.06,11.53,8.03,2.47,4.64,30.99,2.42,1.68,5.02,0.9,0.22,0.12,100,12.85,2.59,2.85,1.62,2.18,1.47,5.27,3.42,12.37,7.9,2.36,5.08,29.62,2.32,1.64,5.2,0.85,0.25,0.17
2021M05,29 Málaga,100,66.05,0.47,0.56,0.66,0.62,0.38,1.43,3.48,3.27,2.22,1.97,0.97,12.43,1.48,0.37,1.44,0.29,1.05,0.88,100,60.75,0.58,0.69,0.54,0.71,0.47,1.93,4,4.05,2.17,1.75,1.25,15.19,1.51,0.44,1.92,0.38,0.97,0.7
2021M05,41 Sevilla,100,53.98,0.94,0.87,0.57,0.85,0.35,3.21,2.92,5.7,4.14,4.91,1.24,16.47,1.24,0.44,1.28,0.19,0.53,0.17,100,48.47,1.19,1.07,0.6,1.1,0.4,3.77,3.3,6.53,5.14,4.42,1.59,17.98,1.34,0.59,1.49,0.28,0.58,0.17
2021M05,"07 Balears, Illes",100,2.89,0.41,0.64,44.14,1.27,0.61,0.9,1.08,18.64,4.5,0.29,3.04,16.7,0.84,1.58,2.06,0.31,0.04,0.06,100,3.14,0.41,0.4,37.66,1.52,0.7,1.15,0.99,23.79,4.09,0.43,3.91,18.01,0.75,0.94,1.78,0.2,0.1,0.03
2021M05,08 Barcelona,100,7.36,2.06,0.51,1.52,0.97,0.44,1.39,1.18,58.51,6.41,0.63,2.29,11.96,0.83,0.71,2.77,0.35,0.12,0.01,100,7.59,1.84,0.64,1.5,1.85,0.47,1.42,1.32,55.54,6.22,0.57,3.09,12.83,0.99,0.72,2.98,0.26,0.17,0.02
2021M05,17 Girona,100,0.7,0.65,0.15,0.8,0.24,0.07,0.36,0.35,91.18,1.16,0.11,0.56,2.85,0.19,0.22,0.33,0.05,0.01,0.02,100,0.81,0.77,0.2,0.73,0.23,0.1,0.48,0.28,90.55,1.15,0.09,0.62,2.98,0.23,0.27,0.46,0.04,0.01,0.01
2021M05,46 Valencia/València,100,7.16,2.92,0.72,1.33,0.59,0.62,2.75,7.44,12.12,31.91,0.53,1.32,25.21,2.73,0.57,1.7,0.34,0.04,0.01,100,7.51,2.88,1.01,1.42,0.76,0.94,3.21,7.97,11.72,28.12,0.65,1.7,26.59,2.6,0.64,1.8,0.4,0.06,0.01
2021M05,28 Madrid,100,11.14,2.26,2.33,1.59,1.85,1.28,5.01,4.08,11.47,7.67,2.18,4.47,33.8,2.49,1.28,5.92,0.8,0.22,0.15,100,11.95,2.21,2.46,1.59,2.06,1.31,4.86,3.81,12,7.45,2.01,4.93,32.45,2.42,1.33,6,0.77,0.24,0.17
2021M04,29 Málaga,100,66.95,0.73,0.57,0.77,0.55,0.44,1.38,1.61,3.91,2.96,1.37,0.86,12.3,1.22,0.37,1.23,0.2,0.89,1.69,100,64.28,0.75,0.77,0.7,0.89,0.45,1.78,1.57,4.1,2.95,1.75,1.01,12.53,1.4,0.45,1.73,0.24,0.87,1.77
